,reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
10,fdd0b0bd-3247-4580-ac71-febcee9a7c3c,VELAN Ram,https://play-lh.googleusercontent.com/a-/ALV-UjUfiFUpxyAPeBblG4bDVPe9rEhGeq9Uu0dbubCoIHt3cLc,good 👍,3,0,2.23.0,24/2/2024 13:22,Hi Velan! Thank you for your positive feedback and review. Rest assured we're continuously working hard on improving our product offerings and our GXS app. Feel free to reach out to us via email at help@gxs.com.sg or call at (+65) 3105 2055 if you have other suggestions. Thank you for your support! 🙏😊💜,24/2/2024 14:05,2.23.0
11,f16e96ed-a3dc-401b-8618-c4c7cf1d576c,Yusri Wagiman,https://play-lh.googleusercontent.com/a-/ALV-UjVrdI7WWxjpWHpC9Orkuvq4OGk0b_5CzfvOBjy3sJc15A,Can not open,1,0,2.23.0,24/2/2024 11:52,"Hi Yusri, we're sorry to hear this. To better address your concerns and provide further assistance, feel free to reach out to us at our 24x7 hotline at (+65) 3105 2055. We will be happy to help.💜
",24/2/2024 12:28,2.23.0
12,7aaa07f2-f578-4c43-80c9-62595d8eef73,Aaro,https://play-lh.googleusercontent.com/a/ACg8ocIESRYXIONu9QEH9KK3oxEhK34cHUCxMaTJbc9P6S5r=mo,Hi any chance for foreign to apply? Im work at sg,1,0,2.22.0,18/2/2024 20:20,"Hi Aaro, thank you for your interest in our services. The FlexiLoan service is available only to Singaporeans and Singaporean PRs at this moment. There are no available slots for the Savings Account currently, but you may register your interest so we can notify you to come apply when slots are available.",18/2/2024 20:35,2.22.0
13,b848ca55-55ba-4203-965e-43612a688617,Sky Koh,https://play-lh.googleusercontent.com/a-/ALV-UjXAzCNCzR2y1nm66CWmjpokmEo9hP55rHWJ00g3CDnExA,"Really really damm time wasting, if not ready for sign up don't launch. Close down and don't let people wait for you, uninstalling now. Trust Bank is much better, CRAB!",1,2,2.22.0,14/2/2024 17:10,"Hi Sky, we're sorry to hear this. To address your concerns and provide further assistance, please do not hesitate to call our 24x7 hotline at (+65) 3105 2055. We will be happy to help. Thank you 🙏",14/2/2024 19:24,2.22.0
14,fc31bf84-1933-43a4-9f6e-9288e3274d2a,Faizal Mohamed (Pekjalfaizal),https://play-lh.googleusercontent.com/a/ACg8ocKOBaWAUjtG8QmCyjCKbiIVyMkXP8rzV_lRMfB_wwDgQA=mo,🥰🥰🥰,5,0,2.21.0,9/2/2024 12:20,"Hey Faizal, we're stoked to know that you like our app! 💜 Thanks for the 5-star review! 🤩",9/2/2024 12:55,2.21.0
15,5e9c7964-ed7a-4d7e-9863-f6626d3f22b0,Nad N,https://play-lh.googleusercontent.com/a-/ALV-UjVrU5qcoX-NWFPE8RGn2LQ9e7OhIVIQfuEmDAZyXBJr448,"Been using this bank for a while now and didn't face any major problems. What I enjoyed the most is the saving pockets area where we could create different pockets for each saving we want to do and even add goals into it. The 2.68% per annum is added daily (0.01) as long as you have a minimum of 150 in your savings. If not, you'll have to wait till your it accumulates up to 0.01 to be added. There was also cashback when you make payment using the card which I didn't know till recently.",5,0,,8/2/2024 1:52,"Hey, Nad! Thanks for your kind words! Reviews and feedbacks like these are what keeps us going for our customers. 😉 You have our word that we’ll continue to introduce more features and will always strive to continuously improve our services!

If you need any help, feel free to reach out to us. We’ll be more than happy to assist you!",8/2/2024 3:07,
16,2c3f726b-bc77-464e-a674-e70ce6a2d32c,Jas WJ,https://play-lh.googleusercontent.com/a-/ALV-UjWk4muMAQflhqeLqrzT514LRcFglWbHHdxbwBUyzYfJeCmW,"Great app that can park your savings using pockets, but hopefully the interest rate of the savings pockets will increase due to the current economic conditions",4,1,2.21.0,26/1/2024 14:43,Hi Jas! Thank you for your positive feedback and review. Rest assured we're continuously working hard on improving our product offerings. We have forwarded your feedback to our team. Feel free to reach out to us via email at help@gxs.com.sg or call at (+65) 3105 2055 if you have other suggestions. Thank you for your support! 🙏😊💜,26/1/2024 16:17,2.21.0
17,fa2da213-3564-4049-8ca8-390153ad2afc,Benjamin Tan,https://play-lh.googleusercontent.com/a/ACg8ocLZH6N7DhJlgGM153TbfdmmxIxZQmjcemUKztHdKt4E=mo,"Unable to login or use the forgot password function. System only replied with ""something wrong please try again later"" Now I was told I must wait for the next version of app to be rolled out progressively before I can login. Hopefully won't take too long",1,4,2.20.0,25/1/2024 21:30,"Hi Benjamin. We're sorry to hear this. We love to sort this issue quickly for you. Please get in touch with us at help@gxs.com.sg with a screenshot of the error, along with your contact details. Or call us at (+65) 3105 2055. We’ll be happy to help. Thank you.🙏",25/1/2024 22:19,2.20.0
18,4082aa7b-b045-4f66-bf08-7a58e95fcb32,Adha Malek,https://play-lh.googleusercontent.com/a/ACg8ocIo_17ALg8I3Sjl8hO7PKkpRRKMv1d1CWIKTTh773Wa=mo,👍👍👍👍,5,0,2.17.0,16/1/2024 0:47,Hey Adha! We appreciate your 5 stars review. This made our day! Thanks for taking the time to leave your feedback. 🚀💜,16/1/2024 1:44,2.17.0
19,d9b812fb-0686-49a1-9056-39f6744e62cf,iqbal abdul salam,https://play-lh.googleusercontent.com/a-/ALV-UjX5ZzgX83UGjScWR9e4gcDocXX_44ALZPjnScdP_U7KIZsG,"Sorry to have said this, why not this gxbank through by gxbank for worldwide",1,0,,14/1/2024 21:58,"Hey, Iqbal! We are GXS Bank, currently for Singapore-based users. If you have any feedback, do get in touch with us at help@gxs.com.sg or call us at (+65) 3105 2055. As for GXBank-related queries, you may visit their site and reach out to them directly. 🙏",14/1/2024 23:20,
20,db044d7d-6656-4b7f-80ec-500a8512d9b8,Tony Low,https://play-lh.googleusercontent.com/a/ACg8ocI4jS0IQP7XS6YI3lUfMgfR_ElhOC0r97-rzf4bKQm4=mo,I don't set. A password in my phone n not allow me to down load this apps,5,0,2.17.0,12/1/2024 23:34,"Hi Tony, thank you for your feedback! Just to share, your device is required to be passcode protected to ensure the safety of your account. 🔐 You will be able to access to app once your device is passcode protected to apply for our products and services! 💜",13/1/2024 1:01,2.17.0
21,3c595ef5-51a5-41f2-bc77-e54147edca69,Koong Wei Jie,https://play-lh.googleusercontent.com/a/ACg8ocJM_SuYSTGCFx136D6VQ133jU5_lSOpWfgUaprLQqVY=mo,When to sign up for the account in last year august. 5 months has pass still waiting. Please help to solve the issue.,2,0,2.17.0,11/1/2024 2:37,"Hi Wei Jie! We love your enthusiasm! All GXS Savings Account slots have been taken up for now. We’re working to open new slots as soon as possible. For early access to new slots, register via the GXS app. While you’re here, have you checked out the GXS FlexiLoan yet? We appreciate your patience and can't wait to have you onboard with us! 🚀",11/1/2024 3:54,2.17.0
22,40cd292d-1981-4c83-81e0-84ad62e104ba,Sairuldin Noor,https://play-lh.googleusercontent.com/a/ACg8ocK41F1WlNIKTHgs2ypybSHjwxCu2Iy-3BhbM-loHo_Q=mo,Why i cannot login?.,1,1,2.17.0,10/1/2024 1:22,"Hi Sairuldin! We're sorry to hear this. Could you get in touch with us at help@gxs.com.sg with a screenshot of the error, along with your contact details. Or call us at (+65) 3105 2055. We’ll be happy to help.🙏
",10/1/2024 2:55,2.17.0
23,7140a3fa-0b3c-4210-8292-281543182526,Najmul Hasan,https://play-lh.googleusercontent.com/a-/ALV-UjWI2d2p82XqdhSj-l07taDu-Hg4VlJopc1GBjT4wQB3QOQ,Very good app,5,0,,8/1/2024 3:11,Hey Najmul! We appreciate your 5 stars review. 💜 We are thrilled to know that you like the app easy and user-friendly user interface. Thanks for taking the time to leave your feedback. We strive to serve you better! 🚀,8/1/2024 3:32,
24,4bd5626d-df09-43b8-a7ba-aea1c9672017,L Sent,https://play-lh.googleusercontent.com/a-/ALV-UjX54-aM-1eOFFZ2C1F3w7nmJcX0fvU1NvIyryOMFU0tcZI,I'm stuck on the singpass page without being able to proceed. All is updated to latest ver.,1,0,2.17.0,30/12/2023 18:08,"Hi there. This is not the experience that we’d want you to have. We’d be happy to resolve this issue for you! Kindly contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue so we can take a closer look into this. Thank you.🙏",30/12/2023 18:58,2.17.0
25,a6460c3a-65ce-4ef0-9df6-152c1e04b774,WJ Chu,https://play-lh.googleusercontent.com/a-/ALV-UjUWycnG1nCRRkvNFBywB1sm1z-foZariUQQPX23LtioMvI,Love GxS bank. Would it be available on Google Pay as well? 😉,5,0,2.17.0,30/12/2023 14:09,Hi WJ! Thank you for your 5 stars review! We have forwarded your feedback to our team. We're continuously working hard to add more features to make your experience better. Thank you for your understanding and support! Have a great day and happy new year! 🙏🤩💜,30/12/2023 14:57,2.17.0
26,a82a2014-8e03-4260-a83f-ff396ab49204,Lam Quekyeong,https://play-lh.googleusercontent.com/a/ACg8ocJF0p_uWLBGd9dqGrB-G7VrAsMt2OqpMEPr0CbvAEpd=mo,Cannot sig up,1,2,2.17.0,28/12/2023 16:09,"Hey Quekyeong, sorry to hear that! Please get in touch with us at help@gxs.com.sg with your contact details, or call us at (+65) 3105 2055. We'll be happy to assist it.🙏",28/12/2023 16:19,2.17.0
27,7da8b5d5-e8b4-4eaf-a0fa-8efb187fd950,Chester,https://play-lh.googleusercontent.com/a/ACg8ocJfs0DGgiNtxLqSgCVxkNpd0bV3yCkzlBrc0TeEvipH=mo,Occasionally getting unable to login error.,3,0,2.17.0,26/12/2023 15:05,"Hey Chester, sorry to hear that! Please get in touch with us at help@gxs.com.sg with your contact details or call us at (+65) 3105 2055. We’d be happy to look into this for you. 🙏",26/12/2023 16:14,2.17.0
28,efc92cf4-8d28-4f24-91d5-6edc6dd11971,Jahid,https://play-lh.googleusercontent.com/a/ACg8ocJHm5XHwiGQBL8ZXBwAWz77mnQKAQzwpLMpzVHMSg_3=mo,Well done,2,0,2.17.0,23/12/2023 7:47,"Hey Jahid! Thank you for your review. If you have any concerns or need assistance, feel free to reach out to us via our 24/7 hotline at (+65) 3105 2055. We’ll be happy to assist you! 💜",23/12/2023 8:52,2.17.0
29,1034c5b0-bfdd-495e-aac4-8172c3ee0022,Singapore Buildings,https://play-lh.googleusercontent.com/a/ACg8ocK-cEacZAKIPWlrhV7FdtbeB2lJGUHEKp0MH2BeojBw=mo,"Buggy app, bad interest rate",1,2,,22/12/2023 10:24,"Hi Mike! We're sorry to hear about your experience. We're continuously working hard on improving our product offerings. We love to help you resolve the app issue quickly. Kindly drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue so we can take a closer look into this. Have a great day! 😊🙏",22/12/2023 11:01,
30,d549f3e9-a923-426f-9d22-f01651a2965a,Yw T,https://play-lh.googleusercontent.com/a/ACg8ocIv8SVEsOx1N4vEn-iERcave_Rg9mW3uDcKvsNKkrwV=mo,I am unable to log in today when i could yesterday. I cant transfer my money out to use. There is no alternative like physical counter or website so my money is stuck when i urgently need my money.,1,1,2.17.0,21/12/2023 11:23,Hi there! We are sorry to hear that you are having difficulty transferring your funds. We’d be happy to resolve this issue for you! Kindly contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg. 🙏,21/12/2023 12:00,2.17.0
31,e5a70859-a5c4-44af-85bf-a06f8af49ba4,Aza_ain,https://play-lh.googleusercontent.com/a/ACg8ocJM26d9mlghts4aBaOvBSEAtmBwH-E2kU3fatv55uL3=mo,What a nonsense app is this??download but say got malware in my hp?and ask me to fix my app?wth?,1,2,2.17.0,19/12/2023 0:39,"Hi Aza, we are sorry to hear that you are having difficulty accessing the app. We have enhanced our anti-malware protection and customers will not be able to access the app if there is detection of security vulnerabilities in their device. Please call our hotline so we can assist you better.",19/12/2023 2:18,2.17.0
32,7e87c49a-4bad-4c49-94b3-3b036c327e76,Emirul Izma Abdul,https://play-lh.googleusercontent.com/a-/ALV-UjV5xYhXvY2ac-PxFDcb4LHC2PYlpri8GnIIz87F3fPYrvs,Easy and fast app,5,0,2.17.0,18/12/2023 22:38,Hi Emirul! We appreciate your 5 stars review. 💜We're glad our GXS app is easy to use and we work hard to meet expectations like yours! 🤩,18/12/2023 23:13,2.17.0
33,215576eb-9b5c-4b65-9e9a-d6beb53c8a8f,Diana Amin,https://play-lh.googleusercontent.com/a/ACg8ocICZKiLy1CfMazgsq7wdHQLLEuN6E87uNrelqApNli8=mo,could not open my gxs app,1,0,2.17.0,18/12/2023 19:13,Hey Diana! We'd love to look into this. Please feel free to get in touch with us through our 24/7 hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact number so we can reach out to you promptly. 🙏,18/12/2023 19:32,2.17.0
34,0f2596af-16ba-437d-9295-fe4806c3076d,Swee Seng,https://play-lh.googleusercontent.com/a/ACg8ocLF43gMXLliXLXmV7UK_qZ7t6d-Pckzo-YcaW9K44Gy=mo,"Your phone cannot be used Lol, which part of my phone have been modified? Nvr root or anything This is something that should not even be released to the public when you can't even get device authentication working UPDATE: So they decided to just close my issue and deemed it as ""resolved"" when it isn't Dont ever use this pos software",1,5,2.0.0,10/12/2023 14:01,Hi Swee Seng! We’re sorry to make you feel that way! 🙁 We appreciate your valuable feedback and rest assured that it is an essential part of our continuous improvement process. Please do not hesitate to reach out to us at (+65) 3105 2055 or via our email at help@gxs.com.sg. 🚀,10/12/2023 14:26,2.0.0
35,ae2d8670-c07f-4933-a565-c8e5417a3111,အကြီး ကောင်,https://play-lh.googleusercontent.com/a/ACg8ocJIW_T_9EtgEYscVX-ocMEV3MYZl3_DK6A9bZQjFhrq=mo,Good,1,0,2.17.0,10/12/2023 10:23,"Hi there! Thank you for your review. If you have any concerns or need assistance, feel free to reach out to us via our 24/7 hotline at (+65) 3105 2055. We’ll be glad to help! 💜",10/12/2023 11:37,2.17.0
36,87445734-cb48-4cf5-8162-ac73660b32da,Muhd Rashid,https://play-lh.googleusercontent.com/a-/ALV-UjXT9baU49Ee4u2pzant3DbAzAjxhfwtKdRJtpr67Jytvwo,Easy loan and easy payment with no hassle.,5,0,2.17.0,10/12/2023 3:41,"Hi Muhd Rashid thank you for your kind words, we are glad our services live up to your expectations.",10/12/2023 4:41,2.17.0
37,91d9f675-aea7-4e99-82f2-c8448b4fbb99,Suvega Srinivasan,https://play-lh.googleusercontent.com/a-/ALV-UjU2w_EaCr4cD65eJwHr7lwQ9UxE02-4_Y6vJcRycZLk_NXY,Very good digital savings bank account that helps grow our funds.,5,1,2.17.0,7/12/2023 10:50,"Hi Suvega! Thank you for your 5-star review! 🤩 We are thrilled to know that you're enjoying our daily interest crediting feature! 🚀 We appreciate you for taking the time to leave your feedback! 🙏
",7/12/2023 11:40,2.17.0
38,c3bc30ad-10dc-45bc-8826-c0989f101e41,Elias Chang,https://play-lh.googleusercontent.com/a-/ALV-UjXFi_YxKNLvrDjOUxwNvYylNSrlKRwJDtHfyLh7F-esrLs,Great savings rate!,5,0,2.17.0,6/12/2023 16:40,Hi Elias! We appreciate your 5 stars review. 💜 We are thrilled to know that you like the interest rate we offer for our account! 🤩 Thanks for taking the time to leave your feedback! We strive to serve you better! 🚀,6/12/2023 19:22,2.17.0
39,48640d8a-63b2-4865-b5b6-59dc0b203457,Hamzah Basir,https://play-lh.googleusercontent.com/a-/ALV-UjVyai_NzPUc9_eTipZnvB3Crilw0McXmb4sVuk9YC9YTw,Loving it so far.,5,0,2.16.0,6/12/2023 16:35,"Hi Hamzah! Thank you for your wonderful feedback. This review made our day! We work hard to meet expectations like yours, and we’re happy to hear we hit the mark for you.🙏🤩💜",6/12/2023 19:14,2.16.0
40,ec8f0d78-3f36-4986-a176-b6ee9408f5d9,xxxredyaxxx 21,https://play-lh.googleusercontent.com/a-/ALV-UjWm1Ln16UhccY7D-JvU0JSRFr47mUBblpRHbmwNFrJV7Kw,Easy to use,5,0,2.16.0,6/12/2023 16:32,Hi there! Thank you for your 5 stars review. 💜We are thrilled to know that you like the app easy and user-friendly user interface! We work hard to meet expectations like yours. Thank you and keep using our app!🙏🤩,6/12/2023 19:16,2.16.0
41,e9745c2d-e847-4d9f-85dd-1f9ff43ffb67,Yew ZHIYING,https://play-lh.googleusercontent.com/a/ACg8ocLwcL-Y3qnUGl_FHHlBXlGWM-HO0EY6YEXJIPgZDehhUQ=mo,Couldn't use the app suddenly,1,0,2.17.0,6/12/2023 15:12,"Hi Zhiying. We're sorry to hear about your experience. We’d be happy to resolve this issue for you! Kindly contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact info, device model, and a screenshot of your issue so we can take a closer look into this. 🙏",6/12/2023 16:27,2.17.0
42,6ded89fc-f46b-480c-b717-3d322df4a6bc,Amelia Loo,https://play-lh.googleusercontent.com/a/ACg8ocIbfCcH8PnEpa-jFCO_VK2FWPgxCoo6CTaRaHVzMUAM=mo,Poor try attempted but still cannot . Terrible app....,1,0,2.17.0,5/12/2023 15:51,Hi Amelia. Thank you for your feedback. We're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better. Please get in touch with us via email at help@gxs.com.sg or call at (+65) 3105 2055. We’d be happy to hear your feedback on how we can do better! 🙏,5/12/2023 16:50,2.17.0
43,61d4b82a-5257-476a-9a9d-b03be4ab7253,Ken Cheng,https://play-lh.googleusercontent.com/a-/ALV-UjXOZrUcCpLJ7UTZfjlyiVtpNTBP77xqKiyFFsVOL2j5-mo,"Few months have passed. And we still can't add favourite payee, etc. Can u guy really work on it",1,4,2.16.0,4/12/2023 19:48,"Hi Ken! 👋 We have forwarded your feedback regarding the add payee function to the team. We're continuously working hard to add more features to make your experience better. We thank you for your understanding and patience. 🙏
",4/12/2023 20:54,2.16.0
44,d26c47fb-1511-4d1b-94f3-778f52322329,Arthur Gerard,https://play-lh.googleusercontent.com/a-/ALV-UjVSYyiInJw7iBXbQoztbaUSZUJyRtsRVSokPnHrSTQ1xoi8,Could be scam,1,0,,30/11/2023 18:42,"Hi Arthur, thanks for reaching out. Rest assured, GXS Bank is a licensed bank with the Monetary Authority of Singapore. Let us know what can be improved. Please feel free to reach out to us at help@gxs.com.sg or (+65) 3105 2055. We'll be happy to assist with any of your questions or concerns. Have a great day! 😊🙏",30/11/2023 19:49,
45,fd85d66b-0d9e-490e-a7a4-245ea0ba468b,Peishan Tang,https://play-lh.googleusercontent.com/a/ACg8ocJgr8KxnJwofGPkNbXZVXwPxieS0Nxg4hTMJfqRFATP=mo,"I not be able to log in GXS bank today after I pay off my 1st outstanding loan. Is there a bug or hack? I hope my $ was offset for the loan. Even even I restart, power on off my phone, after updating the app, I unable to log in. When I log in with fingerprint, keep loading. Pls help.",1,5,2.16.0,30/11/2023 1:04,"Hey Peishan, we're sorry to hear about your experience and appreciate you taking the time to share your feedback with us. 🙏 For us to assist you better, please reach out to us via email at help@gxs.com.sg or our 24/7 support hotline at 3105 2055. 👀",30/11/2023 2:53,2.16.0
46,c980a30e-f359-4db2-823e-db661740aaf1,Just Saus,https://play-lh.googleusercontent.com/a-/ALV-UjVjH5oi3gSLGOVbtRSix__liuYYresn--x06bOZ45eN9c-G,"Seriously makes you wonder how grab and singtel took so long to come up with an app and there is no simple things like adding a payee. The debit card was only recently released when trust came up with a proper product more than a year ago with a proper rewards programme. Just like its owners, GXS is a failure.",1,7,2.16.0,25/11/2023 20:03,"Hi there. We're sorry to hear about your experience. Thank you for your feedback. We're continuously working hard on improving our product offerings and also adding more features to our app to make your experience better.🙏
",25/11/2023 20:58,2.16.0
47,f40e95c0-23f4-4ed9-a421-dbfe14fd6990,Randy Sugianto 「Yuku」,https://play-lh.googleusercontent.com/a-/ALV-UjVjwqHtevDxDjERKCbFyI-4WUHt91J51lQ9xqg8DPsp8lI-,"Why do the app ask me to rate on Play Store if my rating on the app is 5, but there was no such questions when I put a 1 rating on the app? It encourages unfair ratings on the Play Store.",1,0,2.16.0,25/11/2023 0:50,"Hey, Randy! If you need any help or have any feedback, please feel free to reach out to us at help@gxs.com.sg, and let us know! We’re all ears and would be happy to hear them. This’d allow us to have the opportunity to make things right for you and improve the app experience for all. 😉🙏",25/11/2023 1:46,2.16.0
48,67bd5462-89de-4e45-bf9d-ac52a309a638,孔虾粒,https://play-lh.googleusercontent.com/a-/ALV-UjUPvBafcXo9FIVnQ1_Qjo3K5m-PfgTz0NftAQFGW2tfAiYP,"Great interest rates and card spending rebates, and the app is also simple and easy to use.",5,3,2.16.0,22/11/2023 16:40,"Thanks for your positive feedback! We're delighted to hear you appreciate our competitive interest rates, card spending rebates, and find our app user-friendly. Your satisfaction is our priority! 🤩",22/11/2023 17:19,2.16.0
49,1acb8052-1562-4740-a716-f75ccc863b23,Fuse Akhi,https://play-lh.googleusercontent.com/a-/ALV-UjUYXoprwy_6Pt_L17RV5IdorudzEwKgXGNLR7YAM48U8Av6,"Reminder, please up to date your app for users to activate Gxs debit physical card. Currently facing a small issue with logging in my GXS app & only through the app. + 5 secret digit number to input. All the best to new peeps have same trouble as me.... Cheers.",4,1,2.16.0,21/11/2023 8:00,"Hey, Fuse! Our app indeed works best on the latest version as we do continuously improve on bugs, fixes and new updates. If you’re still encountering the issue, do feel free to get in touch with us so that we can take a closer look into it for you. 🙏",21/11/2023 8:41,2.16.0
50,e10531ba-822b-49ba-ac00-b81c2a8ee817,DingJie Lim,https://play-lh.googleusercontent.com/a-/ALV-UjV7dfpudUKWbeY9ux8a2Kk6JoaQKDL97ChNTyREVpTKhNM,Hang when i want to log in with sing pass,1,0,2.15.0,16/11/2023 17:52,"Hi DingJie! We're sorry to hear about your experience. We would love to help you resolve this quickly. Please contact our hotline at (+65) 3105 2055 or drop us an email at help@gxs.com.sg with your contact info, device model, and a screen recording of your issue so we can take a closer look into this. 🙏",17/11/2023 9:50,2.15.0
51,af94beac-5913-4104-8e06-263e2db00c41,Benson,https://play-lh.googleusercontent.com/a/ACg8ocK7___GW3IgQ_hJPFph6WC8bgri27FBnYl4fp83uicy=mo,Cannot set up my account in redmi 8T. Reach the email 2FA before I key in the numbers App closed,1,0,2.15.0,16/11/2023 13:01,"We're sorry for the hassle you've encountered. While we'd love to swoop in and fix everything right away, it seems like we need a closer look at the mischievous error you're facing. 🙏 Please drop us an email at help@gxs.com.sg with your contact info, device model, and a screen recording of your issue so we can take a closer look into this. 😊",16/11/2023 13:24,2.15.0
